assay_id	#cmpd	assay_type	target_family
807094	51	B	Phenotypic
808184	83	B	Phenotypic
808187	50	F	Phenotypic
809002	237	F	Phenotypic
809004	333	F	NHR
809005	1243	F	Phenotypic
809016	139	F	Phenotypic
809021	2407	F	GPCR
809036	613	F	Phenotypic
809037	237	F	Phenotypic
809050	98	F	Phenotypic
809060	124	F	Phenotypic
809074	98	F	Phenotypic
809094	78	F	Phenotypic
809110	390	F	Proteinase
809115	936	F	Kinase
809116	712	F	Kinase
809117	276	F	Kinase
809118	915	F	Kinase
809120	275	F	Kinase
809121	989	F	Kinase
809122	276	F	Kinase
809125	291	F	Kinase
809128	412	F	Kinase
809129	298	F	Kinase
809131	284	F	Kinase
809132	461	F	Kinase
809133	769	F	Kinase
809134	567	F	Kinase
809135	289	F	Kinase
809136	641	F	Kinase
809138	950	F	Kinase
809139	845	F	Kinase
809140	295	F	Kinase
809141	794	F	Kinase
809143	493	F	Kinase
809145	690	F	Kinase
809146	277	F	Kinase
809149	864	F	Kinase
809151	709	F	Kinase
809152	701	F	Kinase
809153	660	F	Kinase
809154	681	F	Kinase
809155	703	F	Kinase
809156	656	F	Kinase
809158	553	F	Kinase
809163	833	F	Kinase
809165	557	F	Kinase
809166	888	F	Kinase
809167	881	F	Kinase
809168	642	F	Kinase
809169	308	F	Kinase
809170	794	F	Kinase
809171	815	F	Kinase
809173	862	F	Kinase
809174	1092	F	Kinase
809175	891	F	Kinase
809179	611	F	Kinase
809181	664	F	Kinase
809182	619	F	Kinase
809183	701	F	Kinase
809184	955	F	Kinase
809186	597	F	Kinase
809188	937	F	Kinase
809189	874	F	Kinase
809190	838	F	Kinase
809191	524	F	Kinase
809192	425	F	Kinase
809193	578	F	Kinase
809194	872	F	Kinase
809196	655	F	Kinase
809197	729	F	Kinase
809198	830	F	Kinase
809199	455	F	Kinase
809200	604	F	Kinase
809202	651	F	Kinase
809204	721	F	Kinase
809205	846	F	Kinase
809207	692	F	Kinase
809212	561	F	Kinase
809216	635	F	Kinase
809219	903	F	Kinase
809220	845	F	Kinase
809221	503	F	Kinase
809223	867	F	Kinase
809225	276	F	Kinase
809226	257	F	Kinase
809227	896	F	Kinase
809230	914	F	Kinase
809231	700	F	Kinase
809233	726	F	Kinase
809234	590	F	Kinase
809236	979	F	Kinase
809238	968	F	Kinase
809239	658	F	Kinase
809241	694	F	Kinase
809242	688	F	Kinase
809243	617	F	Kinase
809247	318	F	Kinase
809248	721	F	Kinase
809249	677	F	Kinase
809250	556	F	Kinase
809252	535	F	Kinase
809253	280	F	Kinase
809254	294	F	Kinase
809255	939	F	Kinase
809256	723	F	Kinase
809258	633	F	Kinase
809259	304	F	Kinase
809260	653	F	Kinase
809261	192	F	Kinase
809262	953	F	Kinase
809265	772	F	Kinase
809266	576	F	Kinase
809267	696	F	Kinase
809271	854	F	Kinase
809272	384	F	Kinase
809273	365	F	Kinase
809274	729	F	Kinase
809275	580	F	Kinase
809276	621	F	Kinase
809278	1010	F	Kinase
809279	354	F	Kinase
809280	871	F	Kinase
809282	619	F	Kinase
809283	1033	F	Kinase
809285	940	F	Kinase
809286	237	F	Phenotypic
809294	219	F	GPCR
809297	124	F	Phenotypic
809315	201	F	Phenotypic
809336	1721	F	GPCR
809346	201	F	Phenotypic
809347	124	F	Phenotypic
809355	225	F	Kinase
809358	195	F	Phenotypic
809361	1479	F	Phenotypic
809364	612	F	Phenotypic
809378	165	F	Phenotypic
809380	111	F	Phenotypic
809416	165	F	Phenotypic
809418	1342	F	Phenotypic
809419	388	F	Proteinase
809424	165	F	Phenotypic
809462	62	B	Phenotypic
810063	56	F	Phenotypic
810094	56	F	Phenotypic
811041	50	B	Phenotypic
811042	50	F	Phenotypic
811468	52	B	Kinase
811985	52	B	Kinase
812132	57	F	Ion channel
812915	68	B	Phenotypic
812916	68	B	Phenotypic
812917	68	B	Phenotypic
813064	53	F	Phenotypic
813065	53	F	Phenotypic
813068	65	B	Kinase
813069	65	B	Kinase
814256	53	F	Phenotypic
814483	52	B	GPCR
814571	50	B	Ion channel
814588	58	B	GPCR
814589	58	F	GPCR
815276	54	B	GPCR
815989	54	F	Phenotypic
816436	56	F	Phenotypic
816438	56	F	Phenotypic
816440	56	F	Phenotypic
816545	50	B	Phenotypic
817939	169	F	Phenotypic
817940	398	F	Phenotypic
817941	398	F	Phenotypic
817942	398	F	Phenotypic
817943	398	F	Phenotypic
817944	398	T	Phenotypic
818494	96	B	Proteinase
820194	70	F	Phenotypic
820207	62	F	Phenotypic
820996	55	F	Phenotypic
820998	52	F	Phenotypic
821892	57	B	GPCR
822044	61	F	Phenotypic
822045	61	F	Phenotypic
822292	159	F	NHR
822293	159	F	NHR
822294	159	F	NHR
822749	54	B	Phenotypic
822962	50	B	Phenotypic
823387	58	F	Phenotypic
823517	108	B	Phenotypic
823518	108	B	Phenotypic
823543	100	B	Phenotypic
823544	56	B	Phenotypic
823545	56	B	Phenotypic
823821	78	F	Phenotypic
823822	77	A	Phenotypic
823824	77	F	Phenotypic
823825	77	F	Phenotypic
823827	77	F	Phenotypic
823829	70	A	Phenotypic
824271	106	F	Phenotypic
824281	100	F	Phenotypic
825079	50	F	Phenotypic
825804	63	B	Phenotypic
826120	55	B	Proteinase
826121	53	B	Proteinase
826122	51	B	Proteinase
826558	51	F	Ion channel
827956	67	B	GPCR
828061	131	F	Phenotypic
828062	131	F	Phenotypic
828065	131	A	Phenotypic
828170	53	F	Phenotypic
828171	53	A	Phenotypic
828300	70	B	GPCR
829593	50	B	Phenotypic
829594	50	B	Phenotypic
829947	50	F	GPCR
830577	76	B	Phenotypic
830582	75	F	Phenotypic
830583	75	A	Phenotypic
834201	74	B	Phenotypic
834203	74	B	Kinase
834212	66	F	Phenotypic
835072	111	B	Phenotypic
835704	52	B	NHR
835825	58	B	Ion channel
841030	100	B	Phenotypic
841032	73	B	Phenotypic
841033	60	B	Phenotypic
841034	71	B	Phenotypic
841979	145	B	Phenotypic
842684	54	B	Ion channel
842694	57	T	Phenotypic
842697	637	T	Phenotypic
842698	1135	F	Phenotypic
844788	66	F	Phenotypic
845095	88	F	Phenotypic
845103	1368	F	Phenotypic
845106	123	F	Phenotypic
845108	358	F	Phenotypic
845165	83	F	Phenotypic
851435	66	B	Phenotypic
851437	74	B	Phenotypic
851542	68	F	Phenotypic
851667	60	B	GPCR
851668	59	B	GPCR
852265	51	B	Kinase
852360	61	F	Phenotypic
852361	61	F	Phenotypic
852362	61	F	Phenotypic
852847	118	B	Phenotypic
855538	68	B	GPCR
855886	72	F	GPCR
856700	50	F	Phenotypic
856937	54	B	Proteinase
856938	65	B	Phenotypic
858065	57	B	Phenotypic
859880	58	B	GPCR
859881	58	B	GPCR
860056	50	B	Proteinase
860330	57	B	Phenotypic
860331	57	B	Kinase
860485	57	B	Phenotypic
860486	57	B	Phenotypic
860487	57	B	Phenotypic
860488	57	B	Phenotypic
860770	50	B	Ion channel
860772	52	B	Ion channel
861905	71	B	Phenotypic
861906	71	B	Phenotypic
862091	51	F	Phenotypic
862367	61	B	Kinase
862404	50	B	Phenotypic
862405	50	B	Phenotypic
863118	56	B	Phenotypic
864144	76	B	Phenotypic
864146	66	B	Phenotypic
864185	56	B	GPCR
864186	56	F	Phenotypic
864364	58	F	Phenotypic
864365	65	F	Phenotypic
864727	58	B	Phenotypic
864762	63	F	Phenotypic
865013	91	F	Phenotypic
865015	91	F	Phenotypic
865016	91	F	Phenotypic
865017	91	F	Phenotypic
872705	50	B	Ion channel
872708	50	B	Ion channel
872709	50	B	Ion channel
872980	61	F	Ion channel
872981	74	F	Ion channel
873597	52	B	Proteinase
873932	69	B	Kinase
876706	53	B	GPCR
876885	55	F	Ion channel
876919	64	B	GPCR
877366	66	B	Ion channel
877369	60	F	Ion channel
877370	62	B	Ion channel
877428	50	F	GPCR
878241	58	B	Kinase
878512	57	F	GPCR
878513	57	B	GPCR
878514	57	B	GPCR
878515	57	B	GPCR
880272	78	B	GPCR
883875	120	B	Phenotypic
885135	65	F	GPCR
885141	65	F	GPCR
885155	76	B	Proteinase
886679	63	B	Proteinase
886791	53	B	Phenotypic
887068	66	F	GPCR
887762	674	B	Ion channel
899885	66	F	Phenotypic
899886	66	F	Phenotypic
899888	66	F	Phenotypic
899993	69	B	Phenotypic
900186	69	B	Phenotypic
901083	67	B	NHR
901084	54	B	NHR
901085	63	B	NHR
901575	78	B	GPCR
902584	72	B	Phenotypic
906721	58	F	Phenotypic
911154	55	F	Phenotypic
911177	55	B	GPCR
911390	70	B	GPCR
912278	52	B	Phenotypic
922089	61	B	Phenotypic
922573	66	B	GPCR
925615	107	B	Phenotypic
925676	81	B	NHR
925682	65	B	NHR
930033	61	B	Phenotypic
931327	58	B	Phenotypic
933062	50	B	Proteinase
933382	91	B	Phenotypic
933383	139	B	Phenotypic
933429	53	B	NHR
933806	54	B	Phenotypic
934066	91	A	Phenotypic
934298	53	B	Kinase
934299	53	B	Kinase
934321	69	B	Phenotypic
934450	52	F	Phenotypic
934451	73	B	Phenotypic
934509	55	B	Phenotypic
934532	52	F	Phenotypic
934533	112	B	Phenotypic
934904	52	B	Phenotypic
936414	59	B	GPCR
936415	59	B	GPCR
936620	50	B	Phenotypic
936637	73	B	GPCR
936906	51	F	Phenotypic
936907	52	F	Phenotypic
936908	52	F	Phenotypic
936910	52	F	Phenotypic
937606	61	F	Phenotypic
937879	60	B	Phenotypic
938230	70	F	Phenotypic
938986	1017	B	Ion channel
940424	52	B	GPCR
940451	54	B	Phenotypic
941167	63	B	Phenotypic
941182	50	F	Phenotypic
941244	64	B	Phenotypic
941545	58	F	Phenotypic
941587	58	B	NHR
941824	60	B	Phenotypic
941825	58	B	Phenotypic
941911	85	B	Phenotypic
941912	85	B	Phenotypic
942987	54	A	Phenotypic
942988	54	F	Phenotypic
943498	100	F	Phenotypic
943499	100	F	Phenotypic
943500	100	F	Phenotypic
944116	58	F	Phenotypic
944914	61	F	Phenotypic
945360	58	B	Phenotypic
945919	59	B	Phenotypic
948150	73	B	Proteinase
948151	73	B	Proteinase
948451	60	F	Phenotypic
948452	86	F	Phenotypic
949874	51	B	Kinase
949875	51	B	Kinase
950588	95	B	NHR
950589	95	B	NHR
950625	58	B	GPCR
951534	54	B	GPCR
951962	50	B	Phenotypic
954242	50	B	Proteinase
954243	52	B	Proteinase
954257	223	F	Phenotypic
954258	198	F	Phenotypic
954266	111	F	Phenotypic
954267	910	F	Phenotypic
954268	174	F	Phenotypic
954278	224	F	GPCR
954282	72	F	Phenotypic
954294	277	F	Phenotypic
954298	146	F	Phenotypic
954299	232	F	Phenotypic
954311	93	F	Phenotypic
954312	116	F	Phenotypic
954314	116	F	Phenotypic
954318	344	F	Phenotypic
954319	822	F	Phenotypic
954320	402	F	GPCR
954327	242	F	Phenotypic
954336	610	F	Phenotypic
954340	402	F	GPCR
954343	239	F	NHR
954352	1159	F	Phenotypic
954356	174	F	Phenotypic
954358	103	F	Phenotypic
954359	696	F	Phenotypic
954363	984	F	Phenotypic
954384	65	F	Phenotypic
954387	64	F	Phenotypic
954388	65	F	Phenotypic
954396	59	F	Phenotypic
954399	65	F	Phenotypic
954411	56	F	Phenotypic
954414	65	F	Phenotypic
954421	65	F	Phenotypic
954423	65	F	Phenotypic
954436	59	F	Phenotypic
954442	59	F	Phenotypic
954448	54	F	Phenotypic
954451	54	F	Phenotypic
954453	65	F	Phenotypic
954456	59	F	Phenotypic
954460	59	F	Phenotypic
954462	56	F	Phenotypic
954463	63	F	Phenotypic
954464	65	F	Phenotypic
954465	59	F	Phenotypic
954466	65	F	Phenotypic
954467	59	F	Phenotypic
954468	65	F	Phenotypic
954469	65	F	Phenotypic
954475	59	F	Phenotypic
954476	65	F	Phenotypic
954479	62	F	Phenotypic
954480	65	F	Phenotypic
954482	65	F	Phenotypic
954484	64	F	Phenotypic
954488	59	F	Phenotypic
954499	65	F	Phenotypic
954500	59	F	Phenotypic
954501	65	F	Phenotypic
954506	65	F	Phenotypic
954508	65	F	Phenotypic
954516	59	F	Phenotypic
954518	59	F	Phenotypic
954519	59	F	Phenotypic
954523	65	F	Phenotypic
954525	59	F	Phenotypic
954528	56	F	Phenotypic
954530	63	F	Phenotypic
954535	63	F	Phenotypic
954537	65	F	Phenotypic
954538	65	F	Phenotypic
954540	65	F	Phenotypic
954541	65	F	Phenotypic
954542	65	F	Phenotypic
954546	65	F	Phenotypic
954549	57	F	Phenotypic
954551	59	F	Phenotypic
954552	65	F	Phenotypic
954562	65	F	Phenotypic
954563	65	F	Phenotypic
954564	59	F	Phenotypic
954566	59	F	Phenotypic
954567	63	F	Phenotypic
954571	61	F	Phenotypic
954578	59	F	Phenotypic
954595	65	F	Phenotypic
954599	65	F	Phenotypic
954602	65	F	Phenotypic
954603	65	F	Phenotypic
954604	59	F	Phenotypic
954614	65	F	Phenotypic
954620	59	F	Phenotypic
954623	65	F	Phenotypic
954626	65	F	Phenotypic
954630	61	F	Phenotypic
954632	59	F	Phenotypic
954634	65	F	Phenotypic
954635	59	F	Phenotypic
954638	64	F	Phenotypic
954641	54	F	Phenotypic
954644	65	F	Phenotypic
954646	59	F	Phenotypic
954647	65	F	Phenotypic
954650	59	F	Phenotypic
954654	65	F	Phenotypic
954655	65	F	Phenotypic
954656	65	F	Phenotypic
954660	59	F	Phenotypic
954671	65	F	Phenotypic
954673	56	F	Phenotypic
954674	65	F	Phenotypic
954678	65	F	Phenotypic
954681	59	F	Phenotypic
954695	65	F	Phenotypic
954696	59	F	Phenotypic
954697	59	F	Phenotypic
954700	65	F	Phenotypic
954701	65	F	Phenotypic
954702	65	F	Phenotypic
954703	65	F	Phenotypic
954705	65	F	Phenotypic
954706	59	F	Phenotypic
954707	54	F	Phenotypic
954710	65	F	Phenotypic
954716	59	F	Phenotypic
954718	65	F	Phenotypic
954721	65	F	Phenotypic
954727	65	F	Phenotypic
954737	65	F	Phenotypic
954738	65	F	Phenotypic
954741	65	F	Phenotypic
954743	59	F	Phenotypic
954746	65	F	Phenotypic
954753	59	F	Phenotypic
954754	65	F	Phenotypic
954758	59	F	Phenotypic
954761	65	F	Phenotypic
954762	65	F	Phenotypic
954763	65	F	Phenotypic
954767	54	F	Phenotypic
954769	57	F	Phenotypic
954773	59	F	Phenotypic
954774	56	F	Phenotypic
954775	65	F	Phenotypic
954781	65	F	Phenotypic
954786	54	F	Phenotypic
954787	65	F	Phenotypic
954788	65	F	Phenotypic
954789	52	F	Phenotypic
954790	51	F	Phenotypic
954792	65	F	Phenotypic
954795	59	F	Phenotypic
954797	59	F	Phenotypic
954799	65	F	Phenotypic
954801	65	F	Phenotypic
954806	59	F	Phenotypic
954808	65	F	Phenotypic
954810	57	F	Phenotypic
954818	51	F	Phenotypic
954828	64	F	Phenotypic
954829	59	F	Phenotypic
954831	65	F	Phenotypic
954832	65	F	Phenotypic
954833	65	F	Phenotypic
954834	65	F	Phenotypic
954835	65	F	Phenotypic
954836	65	F	Phenotypic
954837	65	F	Phenotypic
954839	65	F	Phenotypic
954841	65	F	Phenotypic
954842	65	F	Phenotypic
954844	59	F	Phenotypic
954845	65	F	Phenotypic
954846	56	F	Phenotypic
954849	53	F	Phenotypic
954851	54	F	Phenotypic
954857	64	F	Phenotypic
954859	65	F	Phenotypic
954860	65	F	Phenotypic
954863	65	F	Phenotypic
954864	65	F	Phenotypic
954866	65	F	Phenotypic
954868	59	F	Phenotypic
954869	65	F	Phenotypic
954873	59	F	Phenotypic
954876	65	F	Phenotypic
954884	55	F	Phenotypic
954885	54	F	Phenotypic
954886	51	F	Phenotypic
954889	59	F	Phenotypic
954890	65	F	Phenotypic
954893	64	F	Phenotypic
954894	59	F	Phenotypic
954896	65	F	Phenotypic
954898	59	F	Phenotypic
954899	59	F	Phenotypic
954904	57	F	Phenotypic
954911	59	F	Phenotypic
954915	65	F	Phenotypic
954920	57	F	Phenotypic
954928	59	F	Phenotypic
954934	65	F	Phenotypic
954935	65	F	Phenotypic
954936	65	F	Phenotypic
954938	59	F	Phenotypic
954940	65	F	Phenotypic
954942	56	F	Phenotypic
954943	59	F	Phenotypic
954945	59	F	Phenotypic
954947	63	F	Phenotypic
954948	64	F	Phenotypic
954949	59	F	Phenotypic
954951	56	F	Phenotypic
954953	59	F	Phenotypic
954954	59	F	Phenotypic
954955	65	F	Phenotypic
954956	65	F	Phenotypic
954957	59	F	Phenotypic
954958	59	F	Phenotypic
954959	65	F	Phenotypic
954962	65	F	Phenotypic
954964	65	F	Phenotypic
954969	59	F	Phenotypic
954970	65	F	Phenotypic
954972	54	F	Phenotypic
954973	65	F	Phenotypic
954974	54	F	Phenotypic
954984	59	F	Phenotypic
954985	59	F	Phenotypic
954987	59	F	Phenotypic
954988	65	F	Phenotypic
954989	64	F	Phenotypic
954990	65	F	Phenotypic
954991	65	F	Phenotypic
954992	57	F	Phenotypic
954994	65	F	Phenotypic
954995	65	F	Phenotypic
954996	61	F	Phenotypic
954998	65	F	Phenotypic
955004	65	F	Phenotypic
955006	65	F	Phenotypic
955008	65	F	Phenotypic
955009	65	F	Phenotypic
955010	65	F	Phenotypic
955011	65	F	Phenotypic
955012	59	F	Phenotypic
955014	56	F	Phenotypic
955016	56	F	Phenotypic
955018	64	F	Phenotypic
955024	59	F	Phenotypic
955035	59	F	Phenotypic
955041	51	F	Phenotypic
955042	65	F	Phenotypic
955046	61	F	Phenotypic
955047	59	F	Phenotypic
955053	56	F	Phenotypic
955054	65	F	Phenotypic
955055	63	F	Phenotypic
955056	59	F	Phenotypic
955058	59	F	Phenotypic
955059	59	F	Phenotypic
955061	65	F	Phenotypic
955063	59	F	Phenotypic
955064	65	F	Phenotypic
955065	59	F	Phenotypic
955066	65	F	Phenotypic
955067	65	F	Phenotypic
955068	65	F	Phenotypic
955070	59	F	Phenotypic
955073	65	F	Phenotypic
955074	51	F	Phenotypic
955075	65	F	Phenotypic
955078	65	F	Phenotypic
955079	65	F	Phenotypic
955080	65	F	Phenotypic
955085	59	F	Phenotypic
955086	59	F	Phenotypic
955088	50	F	Phenotypic
955089	59	F	Phenotypic
955090	65	F	Phenotypic
955091	65	F	Phenotypic
955102	61	F	GPCR
955103	155	F	GPCR
956489	67	B	Kinase
956658	52	B	Kinase
957967	156	B	Kinase
958172	64	B	Ion channel
958173	68	B	Ion channel
958305	58	B	Phenotypic
958306	58	B	Phenotypic
958515	57	A	Phenotypic
958516	57	B	NHR
960513	64	B	Ion channel
960514	64	B	Ion channel
963381	63	B	GPCR
963834	53	B	GPCR
963836	53	B	GPCR
964081	56	B	Ion channel
965208	62	B	Phenotypic
965915	59	B	Kinase
965916	79	B	Kinase
967316	50	F	Phenotypic
967317	50	F	Phenotypic
967619	57	B	Ion channel
969259	52	F	GPCR
969260	53	B	GPCR
969986	73	B	GPCR
969988	73	B	GPCR
971016	52	F	Phenotypic
971017	52	F	Phenotypic
971798	62	F	Phenotypic
971799	62	F	Phenotypic
971800	62	F	Phenotypic
971801	62	F	Phenotypic
972683	60	F	Phenotypic
972799	55	F	Phenotypic
972800	55	F	Phenotypic
972801	55	F	Phenotypic
972802	55	F	Phenotypic
972803	55	F	Phenotypic
973093	59	B	Kinase
974220	68	B	NHR
977506	63	A	Phenotypic
977511	63	F	Phenotypic
977513	63	F	Phenotypic
978478	57	F	Phenotypic
978479	57	F	Phenotypic
978480	57	F	Phenotypic
978481	57	F	Phenotypic
978482	57	F	Phenotypic
978483	57	F	Phenotypic
978888	60	F	Phenotypic
978889	60	B	Phenotypic
979759	55	B	Kinase
979760	54	B	Kinase
979771	55	B	Kinase
981861	80	B	GPCR
982934	54	B	GPCR
983404	56	B	Phenotypic
983408	60	B	Phenotypic
983409	60	B	Phenotypic
983410	56	B	Phenotypic
984872	54	B	Phenotypic
985246	52	B	Phenotypic
985247	52	B	Phenotypic
985351	51	B	Phenotypic
985352	88	F	Phenotypic
988289	51	B	GPCR
988290	65	B	GPCR
990201	77	F	Phenotypic
990348	73	F	Phenotypic
990485	75	B	GPCR
992679	83	B	Kinase
992720	50	F	Phenotypic
992722	50	F	Phenotypic
992723	50	F	Phenotypic
992728	85	B	Phenotypic
992729	97	B	Phenotypic
993422	54	F	Phenotypic
993443	55	T	Phenotypic
993484	253	B	Phenotypic
1274564	63	B	GPCR
1275415	70	F	Phenotypic
1275417	70	F	Phenotypic
1275453	59	B	Kinase
1276235	68	F	Phenotypic
1276354	56	B	Kinase
1276471	50	F	Phenotypic
1276473	51	B	Phenotypic
1276546	70	B	Ion channel
1277128	60	B	Phenotypic
1278263	64	B	Phenotypic
1278696	57	B	Phenotypic
1278703	58	B	GPCR
1278706	58	B	GPCR
1278709	58	B	GPCR
1280136	59	B	Ion channel
1280627	52	B	Kinase
1280628	52	B	Kinase
1281779	60	B	Proteinase
1281781	60	B	Proteinase
1283746	53	B	Phenotypic
1284012	98	B	GPCR
1284820	52	F	Phenotypic
1285138	67	B	Ion channel
1285219	55	B	Phenotypic
1285707	51	F	Phenotypic
1285708	51	F	Phenotypic
1285709	51	F	Phenotypic
1285819	55	F	GPCR
1285820	62	F	GPCR
1285944	52	B	NHR
1288277	54	B	Phenotypic
1289425	60	B	Phenotypic
1290079	58	B	Proteinase
1290418	54	F	GPCR
1290419	54	F	GPCR
1290460	51	B	NHR
1290553	74	B	Phenotypic
1290681	59	F	Phenotypic
1290682	59	F	Phenotypic
1290683	59	F	Phenotypic
1290966	85	F	Phenotypic
1291714	52	B	GPCR
1291715	52	B	GPCR
1292758	111	F	Phenotypic
1292759	124	B	Phenotypic
1293611	53	B	Kinase
1294945	73	F	Phenotypic
1294947	82	F	Phenotypic
1294960	82	F	Phenotypic
1294961	82	F	Phenotypic
1294962	82	F	Phenotypic
1294963	80	F	Phenotypic
1294964	82	A	Phenotypic
1294965	82	A	Phenotypic
1294966	82	F	Phenotypic
1294967	82	F	Phenotypic
1294968	82	F	Phenotypic
1294969	82	F	Phenotypic
1294970	82	F	Phenotypic
1294971	82	F	Phenotypic
1294972	82	F	Phenotypic
1295917	67	B	Phenotypic
1296166	56	B	Phenotypic
1296583	50	B	Phenotypic
1298460	50	F	GPCR
1298461	50	F	GPCR
1298620	55	F	Phenotypic
1298621	55	F	Phenotypic
1298622	55	F	Phenotypic
1300254	53	B	NHR
1300393	60	B	Phenotypic
1301311	61	F	Phenotypic
1301330	56	T	Phenotypic
1301374	114	F	Phenotypic
1301403	61	F	Phenotypic
1301405	227	B	Phenotypic
1301419	572	B	Phenotypic
1301426	130	F	Phenotypic
1301432	61	F	Phenotypic
1301435	563	F	Phenotypic
1301436	498	F	Phenotypic
1301449	215	B	Phenotypic
1301459	58	F	Phenotypic
1301469	233	F	Phenotypic
1301477	579	F	Phenotypic
1301478	647	F	Phenotypic
1301501	212	F	Phenotypic
1301511	235	B	Phenotypic
1301520	145	F	Phenotypic
1301531	231	B	Phenotypic
1301535	311	B	Phenotypic
1301555	248	B	Phenotypic
1301559	76	F	Phenotypic
1301571	96	F	Phenotypic
1301575	99	F	Phenotypic
1301583	97	F	Phenotypic
1301597	142	F	Phenotypic
1301599	81	F	Proteinase
1301606	50	B	Phenotypic
1301615	153	B	Phenotypic
1301616	322	F	Phenotypic
1301619	659	F	Phenotypic
1301633	58	B	Proteinase
1301642	64	F	Phenotypic
1301646	54	F	Phenotypic
1301659	264	F	GPCR
1301666	227	F	Phenotypic
1301667	247	B	Phenotypic
1301681	228	F	Phenotypic
1301705	103	F	Phenotypic
1301715	117	F	Phenotypic
1301720	74	F	Phenotypic
1301727	440	F	Phenotypic
1301735	101	F	Phenotypic
1301747	217	B	Phenotypic
1301756	56	F	Phenotypic
1301765	217	B	Phenotypic
1301767	72	F	Phenotypic
1301769	228	F	NHR
1301770	289	B	Phenotypic
1301771	109	F	Phenotypic
1301777	116	F	Phenotypic
1301779	153	F	Phenotypic
1301781	112	F	Phenotypic
1301786	433	B	Proteinase
1301793	57	F	NHR
1301804	248	B	Proteinase
1301806	279	F	Phenotypic
1301881	186	B	Phenotypic
1301882	231	B	Phenotypic
1301888	112	B	Phenotypic
1301902	329	F	Phenotypic
1301904	94	F	Phenotypic
1328268	54	B	Phenotypic
1328269	53	B	Phenotypic
1330005	51	B	GPCR
1330007	51	B	GPCR
1330011	51	B	GPCR
1330619	52	B	Phenotypic
1332010	85	F	GPCR
1332011	85	B	GPCR
1333667	60	B	Phenotypic
1334515	57	F	Phenotypic
1334961	58	B	Kinase
1335495	54	B	Proteinase
1335497	54	B	Proteinase
1335748	54	B	Phenotypic
1336281	59	F	Phenotypic
1336282	59	F	Phenotypic
1336411	55	B	Phenotypic
1336828	59	F	Phenotypic
1337063	51	B	GPCR
1337203	60	A	Phenotypic
1337264	58	F	Phenotypic
1337265	56	F	Phenotypic
1337520	51	B	Phenotypic
1338727	68	B	GPCR
1338728	58	B	GPCR
1338729	52	B	GPCR
1338730	56	B	GPCR
1342911	62	B	Proteinase
1342912	62	B	Phenotypic
1342913	59	B	Phenotypic
1348900	52	B	Phenotypic
1349151	95	B	Kinase
1349288	82	B	Kinase
1349289	81	B	Kinase
1349742	76	F	Phenotypic
1350155	52	B	Kinase
1350156	52	B	Kinase
1350406	50	F	Phenotypic
1351394	56	B	GPCR
1361352	54	B	GPCR
1364398	54	B	Phenotypic
1365574	55	B	GPCR
1365575	54	B	Phenotypic
1366806	81	B	GPCR
1366807	81	B	GPCR
1366808	81	B	GPCR
1366809	80	B	GPCR
1369320	359	F	Phenotypic
1369321	359	F	Phenotypic
1369322	359	F	Phenotypic
1369323	359	F	Phenotypic
1369400	61	F	Phenotypic
1369401	61	F	Phenotypic
1369402	57	F	Phenotypic
1369403	57	F	Phenotypic
1390741	74	F	Phenotypic
1433001	51	B	Phenotypic
1433006	51	F	Phenotypic
1433007	51	A	Phenotypic
1435305	70	F	Phenotypic
1435306	69	F	Phenotypic
1435307	69	A	Phenotypic
1435308	68	F	Phenotypic
1436003	70	F	Phenotypic
1436004	70	F	Phenotypic
1436005	68	F	Phenotypic
1436204	57	B	GPCR
1436310	52	B	Phenotypic
1436945	59	B	Phenotypic
1437207	59	B	Phenotypic
1437208	59	B	Phenotypic
1437514	61	F	Phenotypic
1439182	54	F	Phenotypic
1440135	85	F	GPCR
1440356	76	B	Phenotypic
1442190	75	B	Phenotypic
1443970	92	B	Phenotypic
1444281	50	F	GPCR
1444588	58	F	GPCR
1445188	58	B	Kinase
1445189	54	B	Kinase
1446827	64	F	Phenotypic
1447774	59	B	Phenotypic
1448143	50	B	Phenotypic
1449389	72	F	Phenotypic
1450620	72	F	Phenotypic
1451726	63	B	GPCR
1451727	63	B	GPCR
1451728	63	B	GPCR
1451729	63	B	GPCR
1451733	63	B	GPCR
1451942	56	B	GPCR
1452895	64	B	GPCR
1452896	64	B	GPCR
1452897	64	B	GPCR
1452898	64	B	GPCR
1453986	96	B	Phenotypic
1454018	88	B	GPCR
1454020	87	B	GPCR
1454591	53	B	Phenotypic
1454785	109	B	Proteinase
1456602	115	B	Phenotypic
1456629	52	B	Phenotypic
1457493	58	B	Ion channel
1457494	56	B	Ion channel
1457664	70	F	Phenotypic
1457669	61	F	Phenotypic
1457671	60	F	Phenotypic
1457820	50	F	GPCR
1458238	51	F	Phenotypic
1458488	50	B	Kinase
1459647	58	F	Phenotypic
1459648	58	F	Phenotypic
1459650	57	A	Phenotypic
1459806	61	B	GPCR
1461185	54	F	Phenotypic
1462660	82	F	Phenotypic
1462664	82	F	Phenotypic
1462668	67	F	Phenotypic
1463307	73	B	Phenotypic
1463308	53	B	Phenotypic
1463309	53	A	Phenotypic
1464732	97	B	GPCR
1465792	88	B	GPCR
1466703	68	B	Kinase
1466704	66	B	Phenotypic
1466785	50	B	Phenotypic
1467938	64	B	Phenotypic
1467939	51	B	Phenotypic
1468240	55	B	GPCR
